"Certification ID","Organisation Name","Date Authorised","Status","Reason for status change","Status effective from date","Measures offered"
"NICI00842","Eco Alba Limited t/a Alba Heat and Power","07/03/2014","Withdrawn","non-compliance","16/10/2015","Photovoltaics,Solar water heating,MCS Certificated?"
"NICI01057","Gas Call Services Ltd","28/02/2014","Withdrawn","voluntary withdrawal","31/03/2017","Cylinder thermostats,Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy,Lighting systems, fittings and controls (including rooflights, l"
"NICI01055","Patvic Property Services","28/02/2014","Withdrawn","voluntary withdrawal","15/01/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI01052","Eco Solutions","28/02/2014","Withdrawn","non-compliance","02/10/2015","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Heating controls (for wet central heating system and warm air sy"
"NICI01051","Gaswork Plumbing & Heating Solution Ltd","28/02/2014","Withdrawn","voluntary withdrawal","28/08/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI01044","Go Green Eco Ltd","21/02/2014","Authorised","Initial authorisation","21/02/2014","Cavity wall insulation,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Heating controls (for wet central heating system and warm air sy"
"NICI01043","Thrift Energy Ltd","14/02/2014","Authorised","Initial authorisation","14/02/2014","Green Deal Cashback Scheme,Cavity wall insulation,Cylinder thermostats,External wall insulation systems,Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),High performance external doors,Hot water controls (including timers and temperature control),Hot water cylinder insulation,Internal wall insulation (of external walls) systems,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Loft or rafter insulation (including loft hatch insulation),Oil-fired condensing boilers,Photovoltaics,Pipe-work insulation,Replacement glazing,Roof insulation,Room in roof insulation,Secondary glazing,Under-floor insulation,Air source heat pumps,MCS Certificated?,Heating controls (for wet central heating system and warm air sy,Lighting systems, fittings and controls (including rooflights, l"
"NICI01040","Worcester Plastering/Teme Interiors Ltd","14/02/2014","Authorised","Initial authorisation","14/02/2014","Green Deal Cashback Scheme,External wall insulation systems"
"NICI01038","Grange Energy Services","07/02/2014","Withdrawn","non-compliance","29/07/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI01037","Pitkerro Plumbing & Heating","07/02/2014","Withdrawn","voluntary withdrawal","23/10/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI01033","Witlodge Ltd","31/01/2014","Withdrawn","non-compliance","06/11/2015","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI01032","NM Energy Ltd","31/01/2014","Authorised","Initial authorisation","31/01/2014","Green Deal Cashback Scheme,Cavity wall insulation,Cylinder thermostats,External wall insulation systems,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),High performance external doors,Hot water controls (including timers and temperature control),Hot water cylinder insulation,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Oil-fired condensing boilers,Pipe-work insulation,Replacement glazing,Secondary glazing,Heating controls (for wet central heating system and warm air sy"
"NICI01030","Instant Gas Solutions","31/01/2014","Withdrawn","non-compliance","24/03/2016","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI01027","Liveseys Gas Services","24/01/2014","Authorised","Initial authorisation","24/01/2014","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Oil-fired condensing boilers,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI01026","The Green Deal Store","24/01/2014","Withdrawn","non-compliance","18/03/2016","Green Deal Cashback Scheme,External wall insulation systems"
"NICI01024","Ecotec UK Ltd","24/01/2014","Withdrawn","voluntary withdrawal","17/03/2017","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI01023","Meridian Environmental Ltd","24/01/2014","Withdrawn","voluntary withdrawal","15/01/2016","Fan-assisted replacement storage heaters,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Photovoltaics,MCS Certificated?,Lighting systems, fittings and controls (including rooflights, l"
"NICI01021","Eco Footprint Ltd","24/01/2014","Withdrawn","non-compliance","23/10/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Heating controls (for wet central heating system and warm air sy"
"NICI01020","AHS NW","24/01/2014","Withdrawn","non-compliance","24/06/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI01018","Allied Energy Services","17/01/2014","Authorised","re-authorised","07/10/2016","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI01017","Eternal Energy Systems Ltd","17/01/2014","Authorised","Initial authorisation","17/01/2014","Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NICI01013","Warm Walls Ltd","17/01/2014","Withdrawn","voluntary withdrawal","01/04/2016","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"NICI01011","Contract Heating Ltd","17/01/2014","Authorised","Initial authorisation","17/01/2014","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI01009","Daniel John Builders Contractors Ltd","17/01/2014","Withdrawn","ceased trading","16/10/2015","Green Deal Cashback Scheme,Cavity wall insulation,Cylinder thermostats,External wall insulation systems,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI01008","PWM Contracts Ltd","10/01/2014","Authorised","re-authorised","06/01/2017","External wall insulation systems"
"NICI01007","Tai Ceredigion","10/01/2014","Authorised","re-authorised","02/09/2016","Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"NICI01003","Warm-Space Insulation Ltd","10/01/2014","Withdrawn","voluntary withdrawal","17/02/2017","Cavity wall insulation,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Photovoltaics,Roof insulation,Room in roof insulation,MCS Certificated?"
"NICI00992","McGill & Co Ltd","03/01/2014","Authorised","Initial authorisation","03/01/2014","Cavity wall insulation,Draught proofing,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Under-floor insulation"
"NICI00999","H D Services Ltd","20/12/2013","Withdrawn","voluntary withdrawal","09/10/2015","Ground source heat pumps,Air source heat pumps,MCS Certificated?"
"NICI00998","Sutton and East Surrey Water Services","20/12/2013","Withdrawn","voluntary withdrawal","08/01/2016","Photovoltaics,Solar water heating,MCS Certificated?"
"NICI00997","Alford Plumbing and Heating Ltd","20/12/2013","Authorised","Initial authorisation","20/12/2013","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Under-floor heating,Heating controls (for wet central heating system and warm air sy"
"NICI00995","FM External Insulation UK Ltd","20/12/2013","Withdrawn","non-compliance","11/11/2016","Green Deal Cashback Scheme,External wall insulation systems,Internal wall insulation (of external walls) systems"
"NICI00994","Contract Services (South Wales) Group Ltd","20/12/2013","Authorised","Initial authorisation","20/12/2013","External wall insulation systems"
"NICI00991","A1 Trade Windows & Conservatories Limited","20/12/2013","Withdrawn","ceased trading","17/07/2015","Green Deal Cashback Scheme,Cavity wall insulation,High performance external doors,Loft or rafter insulation (including loft hatch insulation),Replacement glazing,Secondary glazing"
"NICI00988","Neil Pittam Electrical Installations Ltd","13/12/2013","Withdrawn","voluntary withdrawal","18/03/2016","Photovoltaics,MCS Certificated?"
"NICI00972","Batchelor Electrical Ltd","06/12/2013","Authorised","Initial authorisation","06/12/2013","Fan-assisted replacement storage heaters,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Photovoltaics,MCS Certificated?,Lighting systems, fittings and controls (including rooflights, l"
"NICI00966","Southern Energy Services Ltd","06/12/2013","Authorised","Initial authorisation","06/12/2013","Green Deal Cashback Scheme,Biomass boilers,Cylinder thermostats,Draught proofing,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Photovoltaics,Pipe-work insulation,Roof insulation,Solar water heating,Air source heat pumps,MCS Certificated?,Heating controls (for wet central heating system and warm air sy"
"NICI00960","Alva Northern Ltd","06/12/2013","Authorised","Initial authorisation","06/12/2013","Green Deal Cashback Scheme,Biomass boilers,Photovoltaics,Air source heat pumps,MCS Certificated?"
"NICI00959","Green Energy Links (UK) Ltd","06/12/2013","Authorised","Initial authorisation","06/12/2013","Cavity wall insulation,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Roof insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00958","Alex Murray (Construction) Ltd","29/11/2013","Authorised","Initial authorisation","29/11/2013","Biomass boilers,Cylinder thermostats,External wall insulation systems,Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Internal wall insulation (of external walls) systems,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Oil-fired condensing boilers,Photovoltaics,Pipe-work insulation,Roof insulation,Room in roof insulation,Solar water heating,Under-floor heating,Air source heat pumps,MCS Certificated?,Heating controls (for wet central heating system and warm air sy,Lighting systems, fittings and controls (including rooflights, l"
"NICI00956","Pink Innovations Ltd","29/11/2013","Authorised","Initial authorisation","29/11/2013","Cylinder thermostats,Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Oil-fired condensing boilers,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00951","ATC Construction Ltd","22/11/2013","Authorised","Initial authorisation","22/11/2013","Green Deal Cashback Scheme,Cavity wall insulation,Cylinder thermostats,External wall insulation systems,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Under-floor insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00950","Rhino","22/11/2013","Withdrawn","non-compliance","16/12/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00943","JD MacKenzie Construction Ltd","22/11/2013","Authorised","Initial authorisation","22/11/2013","External wall insulation systems"
"NICI00939","Green Homes Energy Ltd","22/11/2013","Withdrawn","voluntary withdrawal","27/01/2017","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"NICI00938","Qulham Limited t/a The Energy Agency","15/11/2013","Authorised","Initial authorisation","15/11/2013","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Roof insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00937","NJC Energy (NW) Limited","15/11/2013","Withdrawn","voluntary withdrawal","15/07/2016","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Heating controls (for wet central heating system and warm air sy"
"NICI00930","A P Faulkner Heating Ltd","15/11/2013","Withdrawn","voluntary withdrawal","26/02/2016","Cylinder thermostats,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Oil-fired condensing boilers,Photovoltaics,Pipe-work insulation,Solar water heating,Under-floor heating,Air source heat pumps,MCS Certificated?,Heating controls (for wet central heating system and warm air sy"
"NICI00927","BTU Installation & Maintenance Ltd","15/11/2013","Withdrawn","voluntary withdrawal","29/07/2016","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy,Lighting systems, fittings and controls (including rooflights, l"
"NICI00926","Gemini Gas","15/11/2013","Withdrawn","voluntary withdrawal","02/09/2016","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00924","Black Country Housing","15/11/2013","Withdrawn","voluntary withdrawal","06/11/2015","Green Deal Cashback Scheme,Cavity wall insulation,Draught proofing,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Photovoltaics,Room in roof insulation,Under-floor insulation,MCS Certificated?"
"NICI00923","Chris Bartholomew Electrical Contractors Ltd","08/11/2013","Withdrawn","voluntary withdrawal","15/04/2016","Fan-assisted replacement storage heaters,Ground source heat pumps,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Photovoltaics,Air source heat pumps,MCS Certificated?,Lighting systems, fittings and controls (including rooflights, l"
"NICI00918","Yorkshire Home Grants Ltd","08/11/2013","Authorised","Initial authorisation","08/11/2013","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Roof insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00917","Heating 4 U Ltd","08/11/2013","Withdrawn","non-compliance","07/10/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00915","Land & Property Developers Ltd","01/11/2013","Withdrawn","voluntary withdrawal","31/03/2017","Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00914","Logic Heating Solutions Ltd","01/11/2013","Withdrawn","voluntary withdrawal","22/04/2016","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Heating controls (for wet central heating system and warm air sy"
"NICI00908","East Green Energy Ltd","01/11/2013","Authorised","Initial authorisation","01/11/2013","Biomass boilers,Ground source heat pumps,Photovoltaics,Air source heat pumps,MCS Certificated?"
"NICI00907","Henry Boot Construction Ltd","01/11/2013","Withdrawn","voluntary withdrawal","21/08/2015","Ground source heat pumps,Photovoltaics,Air source heat pumps,MCS Certificated?"
"NICI00899","Solarcrest Distribution Ltd","01/11/2013","Withdrawn","voluntary withdrawal","18/03/2016","Green Deal Cashback Scheme,Draught proofing,External wall insulation systems,Internal wall insulation (of external walls) systems,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Roof insulation,Room in roof insulation,Lighting systems, fittings and controls (including rooflights, l"
"NICI00895","SCL Electrical & Energy Limited","25/10/2013","Withdrawn","voluntary withdrawal","19/02/2016","Photovoltaics,MCS Certificated?"
"NICI00894","McCormick Electrical Ltd","25/10/2013","Withdrawn","voluntary withdrawal","08/04/2016","Green Deal Cashback Scheme,External wall insulation systems,High performance external doors,Photovoltaics,Replacement glazing,Secondary glazing,MCS Certificated?"
"NICI00889","Arc & Sons Ltd","25/10/2013","Withdrawn","voluntary withdrawal","29/01/2016","Photovoltaics,MCS Certificated?"
"NICI00888","MT Gas & Heating Services","25/10/2013","Withdrawn","non-compliance","31/07/2015","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00887","Edinburgh Gas & Electrical Services","18/10/2013","Withdrawn","non-compliance","02/10/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00885","Sustain Energy (UK) Ltd","18/10/2013","Authorised","Initial authorisation","18/10/2013","Green Deal Cashback Scheme,Cylinder thermostats,Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Roof insulation,Under-floor insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00882","Cosihome (South Wales) Ltd","18/10/2013","Withdrawn","voluntary withdrawal","27/05/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00879","Smarter Home Insulations Ltd","18/10/2013","Withdrawn","non-compliance","18/11/2016","Green Deal Cashback Scheme,External wall insulation systems,High performance external doors,Replacement glazing,Roof insulation,Secondary glazing"
"NICI00877","Energizer Marketing Ltd","18/10/2013","Withdrawn","non-compliance","14/08/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00872","Branching Out","18/10/2013","Withdrawn","voluntary withdrawal","20/05/2016","External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"NICI00870","Aspire Contracting Ltd","18/10/2013","Withdrawn","non-compliance","13/05/2016","Green Deal Cashback Scheme,External wall insulation systems,Internal wall insulation (of external walls) systems"
"NICI00869","UK Home Insulation Ltd","18/10/2013","Withdrawn","non-compliance","24/03/2017","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"NICI00867","Go Green Partners Ltd","11/10/2013","Withdrawn","non-compliance","27/05/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Replacement glazing,Secondary glazing,Heating controls (for wet central heating system and warm air sy"
"NICI00865","DHL (Energy) Services Ltd","11/10/2013","Authorised","Initial authorisation","11/10/2013","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00858","UK Green Deal Management Ltd","11/10/2013","Withdrawn","non-compliance","27/05/2016","Green Deal Cashback Scheme,External wall insulation systems,Internal wall insulation (of external walls) systems"
"NICI00857","S R Heating","11/10/2013","Withdrawn","voluntary withdrawal","20/01/2017","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00850","Apex Renewables","11/10/2013","Withdrawn","voluntary withdrawal","29/04/2016","Cavity wall insulation,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00848","N & P Climate Control Ltd","04/10/2013","Withdrawn","voluntary withdrawal","15/01/2016","Ground source heat pumps,Air source heat pumps,MCS Certificated?"
"NICI00846","P&P Building & Roofing Contractors Ltd","04/10/2013","Withdrawn","voluntary withdrawal","02/12/2016","Green Deal Cashback Scheme,Cylinder thermostats,External wall insulation systems,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00845","Abacus Flame Ltd","04/10/2013","Suspended","non-compliance","29/07/2016","Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Under-floor heating,Heating controls (for wet central heating system and warm air sy"
"NICI00844","Rodspark Renewable Energy Solutions Ltd","04/10/2013","Withdrawn","voluntary withdrawal","04/11/2016","Photovoltaics,Solar water heating,MCS Certificated?"
"NICI00841","Alba Gas Limited","04/10/2013","Authorised","Initial authorisation","04/10/2013","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Oil-fired condensing boilers,Heating controls (for wet central heating system and warm air sy"
"NICI00835","Real Time Install Ltd","04/10/2013","Authorised","Initial authorisation","04/10/2013","Green Deal Cashback Scheme,Cavity wall insulation,Cylinder thermostats,Fan-assisted replacement storage heaters,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water systems (efficient),Loft or rafter insulation (including loft hatch insulation),Roof insulation,Under-floor insulation,Waste water heat recovery devices attached to showers,Heating controls (for wet central heating system and warm air sy"
"NICI00831","The Green Boiler Company","04/10/2013","Authorised","initial authorisation","31/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00829","Assured Heating Solutions Ltd","04/10/2013","Withdrawn","non-compliance","31/07/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Under-floor heating,Heating controls (for wet central heating system and warm air sy"
"NICI00827","White Services Plumbing Ltd","04/10/2013","Withdrawn","voluntary withdrawal","15/01/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00826","QTS Contracts Ltd","04/10/2013","Authorised","Initial authorisation","04/10/2013","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00823","Green Deal Your Home Ltd","04/10/2013","Authorised","Initial authorisation","04/10/2013","High performance external doors,Loft or rafter insulation (including loft hatch insulation),Replacement glazing,Secondary glazing"
"NICI00822","Simpson & Owen Plumbing Solutions Ltd","27/09/2013","Withdrawn","voluntary withdrawal","12/02/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00818","Eco - Power Innovations Ltd","27/09/2013","Authorised","re-authorised","21/10/2016","Photovoltaics,MCS Certificated?"
"NICI00815","Gasphit","27/09/2013","Withdrawn","voluntary withdrawal","15/04/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00805","Village Heating Ltd","20/09/2013","Withdrawn","voluntary withdrawal","15/07/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00803","Six Star Insulation Ltd","20/09/2013","Authorised","re-authorised","15/04/2016","Green Deal Cashback Scheme,External wall insulation systems,Internal wall insulation (of external walls) systems,Roof insulation,Room in roof insulation"
"NICI00802","Concept Heating Systems","20/09/2013","Withdrawn","voluntary withdrawal","21/08/2015","Cylinder thermostats,Draught proofing,Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Loft or rafter insulation (including loft hatch insulation),Roof insulation,Room in roof insulation,Under-floor heating,Under-floor insulation,Warm-air units,Heating controls (for wet central heating system and warm air sy,Lighting systems, fittings and controls (including rooflights, l"
"NICI00800","CCG (Scotland) Ltd","20/09/2013","Authorised","Initial authorisation","20/09/2013","External wall insulation systems,Internal wall insulation (of external walls) systems"
"NICI00796","Ashley and McDonough","20/09/2013","Withdrawn","voluntary withdrawal","11/12/2015","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00795","P & P Plumbing & Heating Services (UK) Ltd","20/09/2013","Withdrawn","voluntary withdrawal","17/06/2016","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00792","Green Air South West Ltd","20/09/2013","Withdrawn","non-compliance","01/07/2016","Biomass boilers,Cylinder thermostats,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Photovoltaics,Pipe-work insulation,Solar water heating,Air source heat pumps,MCS Certificated?,Heating controls (for wet central heating system and warm air sy"
