Company	Company Type	Provider/Cert. ID	Website	Phone Number	more_info
Southern Energy Solutions (Property Services) Ltd	Assessor	BSIA19997	www.sesgroupltd.com	01329 808008	/index.php?option=com_content&view=article&id=132&assessor_id=9406
Harper Vale Limited	Assessor	STRA10268	www.harpervale.com	0845 585 5480	/index.php?option=com_content&view=article&id=132&assessor_id=9111
Riverside Energy Solutions Ltd	Assessor	STRA10207	www.riversideenergysolutions.com	0151 384 1221	/index.php?option=com_content&view=article&id=132&assessor_id=9289
Aran Services Ltd	Assessor	STRA10043	www.aranservices.co.uk	0128 4812520	/index.php?option=com_content&view=article&id=132&assessor_id=9382
Renewergies Ltd	Assessor	STRA10296	www.renewergies.com	1202890023	/index.php?option=com_content&view=article&id=132&assessor_id=9063
Prolectric Services Ltd	Assessor	NICA00117		01934 750338	/index.php?option=com_content&view=article&id=132&assessor_id=9066
Spa Renewable Energy Ltd	Assessor	NICA00113		01905 799534	/index.php?option=com_content&view=article&id=132&assessor_id=8964
EPC South West Ltd	Assessor	ECMA30039	www.epcsouthwest.co.uk	1297631036	/index.php?option=com_content&view=article&id=132&assessor_id=8928
Greenstar Energy UK Limited T/A Ecotrans Energy	Assessor	EESA12095	www.ecotransenergy.co.uk	01506 834747	/index.php?option=com_content&view=article&id=132&assessor_id=9178
Energy Saving Surveys Limited	Assessor	STRA10264	www.energysavingsurveys.co.uk	01428 602134	/index.php?option=com_content&view=article&id=132&assessor_id=9124
Compliance365	Assessor	QUIA00051	www.compliance365.co.uk	0844 3270365	/index.php?option=com_content&view=article&id=132&assessor_id=9144
1 A Naismith Energy Assessors	Assessor	QUIA00054	www.iannaismith.com	07711 266558	/index.php?option=com_content&view=article&id=132&assessor_id=9143
Mere End Consultants Ltd	Assessor	QUIA00043	www.mereendconsultants.co.uk	01270 898622	/index.php?option=com_content&view=article&id=132&assessor_id=9147
MyBlueSkies Ltd	Assessor	QUIA00048	www.myblueskies.co.uk	0800 6123175	/index.php?option=com_content&view=article&id=132&assessor_id=8996
DWA Surveyors Ltd.	Assessor	STRA10006	www.dwasurveyors.com	0161 9281903	/index.php?option=com_content&view=article&id=132&assessor_id=9401
Certa Solutions Limited T/A Certa Solutions	Assessor	EESA12096	www.certasolutions.co.uk	0333 444 0224	/index.php?option=com_content&view=article&id=132&assessor_id=9177
Reporting Limited	Assessor	EESA12113	www.reporting.co.uk	01983 522 144	/index.php?option=com_content&view=article&id=132&assessor_id=9031
Green Carbon Assessments	Assessor	STRA10206	www.greencarbonassessments.co.uk	077903 99963	/index.php?option=com_content&view=article&id=132&assessor_id=9290
InstaGroup Limited	Assessor	BSIA98763	www.instagroup.co.uk/greendeal	0800 093 1306	/index.php?option=com_content&view=article&id=132&assessor_id=9418
Green Energy Advisor Ltd	Assessor	ECMA30009	www.greenenergyadvisor.co.uk	0161 2661055	/index.php?option=com_content&view=article&id=132&assessor_id=9043
Central Green Deal Limited	Assessor	WMKA10002		0121 227 5972	/index.php?option=com_content&view=article&id=132&assessor_id=9137
Quidex Ltd	Assessor	STRA10302	www.epc-greendealassessors.co.uk	0333 1234 248	/index.php?option=com_content&view=article&id=132&assessor_id=9051
EnergyWiseUK Ltd	Assessor	STRA10121	www.energywiseuk.co.uk	0800 098 8168	/index.php?option=com_content&view=article&id=132&assessor_id=9349
First Property Services UK Ltd	Assessor	STRA10025	www.firstpropertyservices.co.uk	01782 610546	/index.php?option=com_content&view=article&id=132&assessor_id=9391
JSC Property Services Ltd T/A Green Deal UK Direct	Assessor	STRA10236	www.gdukdirect.co.uk	01332 898 237	/index.php?option=com_content&view=article&id=132&assessor_id=9266
AAA Green Deal Assessors Ltd	Assessor	QUIA00020	www.aaagreendealassessors.co.uk	0800 849 9944	/index.php?option=com_content&view=article&id=132&assessor_id=9010
Concept Energy Solutions limited	Assessor	EESA12107	www.conceptenergy.org	01256 303620	/index.php?option=com_content&view=article&id=132&assessor_id=9030
Aura Gas Ltd	Assessor	EESA12136	www.auragas.co.uk	02392 252 171	/index.php?option=com_content&view=article&id=132&assessor_id=9531
ESI Scotland Ltd	Assessor	EESA12071	www.esiscotland.co.uk	0141 2742108	/index.php?option=com_content&view=article&id=132&assessor_id=9094
Warm Zones CIC	Assessor	STRA10088	www.warmzones.co.uk	0191 2813090	/index.php?option=com_content&view=article&id=132&assessor_id=9363
Green Yorkshire Limited	Assessor	STRA10125	www.mygreenyorkshire.co.uk	0845 1204321	/index.php?option=com_content&view=article&id=132&assessor_id=9347
Capture Carbon Limited	Assessor	STRA10196		01948 661626	/index.php?option=com_content&view=article&id=132&assessor_id=9298
Egnida Limited	Assessor	BSIA02914	www.egnida.co.uk	01633 535450	/index.php?option=com_content&view=article&id=132&assessor_id=9413
One Number To Call Ltd	Assessor	QUIA00064	www.onenumbertocall.co.uk	0208 2346867	/index.php?option=com_content&view=article&id=132&assessor_id=9119
Ayrshire Energy Reports	Assessor	ECMA00028	www.ayrshireenergyreports.co.uk	01655 882561	/index.php?option=com_content&view=article&id=132&assessor_id=9236
Eco Living Green	Assessor	STRA10259	www.ecolivinggreen.co.uk	01332 349544	/index.php?option=com_content&view=article&id=132&assessor_id=9132
Northern Gas Heating Ltd	Assessor	NICA00116		0844 4141060	/index.php?option=com_content&view=article&id=132&assessor_id=8962
Vibrant Energy Matters Ltd	Assessor	BSIA94008	www.vibrantenergymatters.co.uk/	0845 0945 192	/index.php?option=com_content&view=article&id=132&assessor_id=9424
URP (Partitions) Ltd	Assessor	STRA13567		01142 473085	/index.php?option=com_content&view=article&id=132&assessor_id=8935
Able Lee	Assessor	EESA12100	www.ablelee.co.uk	01292 550393	/index.php?option=com_content&view=article&id=132&assessor_id=9121
Green Deal Energy Services (UK) Ltd	Assessor	STRA10278	www.gdesuk.co.uk	0845 154 0336	/index.php?option=com_content&view=article&id=132&assessor_id=9097
EnergyCare (UK) Ltd	Assessor	STRA10319	www.energycaegroupltd.co.uk	01234 381007	/index.php?option=com_content&view=article&id=132&assessor_id=8953
Portsmouth City Council	Assessor	STRA10083	www.portsmouth.gov.uk	023 92834537	/index.php?option=com_content&view=article&id=132&assessor_id=9366
Energy Performance Services	Assessor	BSIA39510	www.energyperformanceservices.co.uk	01288 359 496	/index.php?option=com_content&view=article&id=132&assessor_id=9015
The National EPC Company	Assessor	EESA12002	www.nepcco.co.uk	0845 6262255	/index.php?option=com_content&view=article&id=132&assessor_id=9235
Wirral Eco Homes	Assessor	STRA10228	www.wirralecohomes.com	01516 321534	/index.php?option=com_content&view=article&id=132&assessor_id=9273
Save Energy 2 Day	Assessor	STRA10321		0333 0881008	/index.php?option=com_content&view=article&id=132&assessor_id=8948
Westdale Services Ltd Doncaster	Assessor	STRA10104	www.westdaleservices.co.uk	01302 700700	/index.php?option=com_content&view=article&id=132&assessor_id=9356
Southdale Ltd T/A Greendale	Assessor	STRA10144	www.southdale.co.uk	01422 380 090	/index.php?option=com_content&view=article&id=132&assessor_id=9336
Sussex Green Deal Assessor	Assessor	EESA12037	www.sussexgreendealassessor.co.uk	07960 286643	/index.php?option=com_content&view=article&id=132&assessor_id=9218
Pentland Energy Advice	Assessor	EESA12045	www.pentlandenergy.co.uk	01463 838018	/index.php?option=com_content&view=article&id=132&assessor_id=9215
Osborne Energy Limited	Assessor	STRA10123	www.osborneenergy.co.uk	01424 436793	/index.php?option=com_content&view=article&id=132&assessor_id=9348
Insta Group Limited	Assessor	ECMA30021	www.instagroup.co.uk	1189328811	/index.php?option=com_content&view=article&id=132&assessor_id=8949
The 80percent Hub Ltd	Assessor	STRA10019	www.80pc.org	0135 366 7973	/index.php?option=com_content&view=article&id=132&assessor_id=9394
Energy Performance Direct Ltd	Assessor	QUIA00038	www.energyperformancedirect.co.uk	01392 435052	/index.php?option=com_content&view=article&id=132&assessor_id=9149
One Planets Consultants	Assessor	EESA12101		07866 075251	/index.php?option=com_content&view=article&id=132&assessor_id=9120
Green Advice Service	Assessor	STRA10323		0191 5496381	/index.php?option=com_content&view=article&id=132&assessor_id=8942
A Ward Heating & Renewables Limited	Assessor	EESA12019	www.awardgroup.co.uk	0191 5161037	/index.php?option=com_content&view=article&id=132&assessor_id=9226
MakeMyHomeGreen	Assessor	EESA12109	www.makemyhomegreen.com	0207 502 0999	/index.php?option=com_content&view=article&id=132&assessor_id=9028
Green Deal Upgrade	Assessor	STRA10148	www.greendealupgrade.co.uk	0800 779 7765	/index.php?option=com_content&view=article&id=132&assessor_id=9333
Scenergy Limited	Assessor	BSIA94771	www.scenergy.co.uk/	01507 607 800	/index.php?option=com_content&view=article&id=132&assessor_id=9423
Sustainable Home Survey Company C.I.C.	Assessor	BSIA98524	www.sustainablesurvey.co.uk	020 3603 0230	/index.php?option=com_content&view=article&id=132&assessor_id=9419
The Green Deal Energy Shop Ltd	Assessor	QUIA00072	www.gdes.co.uk	01443 473560	/index.php?option=com_content&view=article&id=132&assessor_id=9089
Energy Performance Services	Assessor	STRA10312	www.energyperformanceservices.co.uk	01288 359 496	/index.php?option=com_content&view=article&id=132&assessor_id=9022
Energy Savings 4 You Limited	Assessor	EESA12025	www.energysavings4you.co.uk	078150 40748	/index.php?option=com_content&view=article&id=132&assessor_id=9224
Apex Green Ltd	Assessor	STRA10193	www.apexgreen.co.uk	0800 505 3236	/index.php?option=com_content&view=article&id=132&assessor_id=9301
McArdleKay T/A Local Green Deal Advice	Assessor	STRA10045	www.localgreendealadvice.co.uk	01344 628736	/index.php?option=com_content&view=article&id=132&assessor_id=9381
MakeMyHomeGreen	Assessor	BREA00016	www.makemyhomegreen.com	0207 502 0999	/index.php?option=com_content&view=article&id=132&assessor_id=9429
Federation of Groundwork Trusts	Assessor	BREA00014	www.groundwork.org.uk	0121 236 8565	/index.php?option=com_content&view=article&id=132&assessor_id=9430
Greenoke Assessments & Installations Ltd	Assessor	STRA10139	www.greenoke.co.uk	01722 439 839	/index.php?option=com_content&view=article&id=132&assessor_id=9338
South Tyneside Homes Ltd	Assessor	STRA10103	www.southynesidehomes.org.uk	0300 123 6633	/index.php?option=com_content&view=article&id=132&assessor_id=9115
GHS Heating Solutions	Assessor	STRA10191	www.ghsheatingsolutions.co.uk	01915 200826	/index.php?option=com_content&view=article&id=132&assessor_id=9303
Ecofitter LLP	Assessor	EESA12074	www.ecofitter.co.uk	01578 730390	/index.php?option=com_content&view=article&id=132&assessor_id=9195
Northwest Searches Ltd	Assessor	STRA10059	www.northwestsearches.co.uk	0151 3292163	/index.php?option=com_content&view=article&id=132&assessor_id=9376
BR Testing Ltd	Assessor	EESA12085	www.brtesting.co.uk	0800 0599245	/index.php?option=com_content&view=article&id=132&assessor_id=9186
A Greener Deal Limited	Assessor	STRA10130	www.agreenerdealltd.co.uk	0870 067 8727	/index.php?option=com_content&view=article&id=132&assessor_id=9343
SCS Network Services T/A Sprint Energy	Assessor	STRA10189	www.sprintenergy.co.uk	0800 059 9100	/index.php?option=com_content&view=article&id=132&assessor_id=9305
Northern Gas Heating Ltd	Assessor	STRA10222	www.northerngasheating.com	08444 141 061	/index.php?option=com_content&view=article&id=132&assessor_id=9278
Ecomorph Ltd	Assessor	QUIA00049	www.ecomorph.org	07913 896 874	/index.php?option=com_content&view=article&id=132&assessor_id=8977
Go Green South West Ltd	Assessor	EESA12118	www.gogreensouthwest.com	01872 275196	/index.php?option=com_content&view=article&id=132&assessor_id=9067
Ecologic Energy	Assessor	EESA12132	www.ecologic-energy.co.uk	0208 8048151	/index.php?option=com_content&view=article&id=132&assessor_id=9448
Servicetotal Limited	Assessor	STRA10157	www.servicetotal.co.uk	01792 879697	/index.php?option=com_content&view=article&id=132&assessor_id=9327
The Warmer Group	Assessor	BSIA21149	www.thewarmergroup.co.uk	01202 864080	/index.php?option=com_content&view=article&id=132&assessor_id=9136
Green Hut Energy Ltd	Assessor	STRA10256	www.greenhutenergy.co.uk	0800 3689287	/index.php?option=com_content&view=article&id=132&assessor_id=9135
3JP Property Reports	Assessor	STRA10053	www.3jpreports.co.uk	0800 0147 449	/index.php?option=com_content&view=article&id=132&assessor_id=9379
Twyford Homes Limited	Assessor	EESA12011	www.twyfordhomes.com	02392 663385	/index.php?option=com_content&view=article&id=132&assessor_id=9231
Energy Basics Limited	Assessor	BSIA97418	www.energybasics.co.uk	0330 2230020	/index.php?option=com_content&view=article&id=132&assessor_id=9420
Merseyside Central Heating Ltd	Assessor	QUIA00025	www.mchlimited.co.uk	0151 924 9141	/index.php?option=com_content&view=article&id=132&assessor_id=9006
Reporting Limited	Assessor	BREA00005	www.reporting.co.uk	01983 522 144	/index.php?option=com_content&view=article&id=132&assessor_id=9244
Greener Homes Advice Centre	Assessor	EESA12102	www.greenerhomesadvicecentre.co.uk	0843 5574483	/index.php?option=com_content&view=article&id=132&assessor_id=9114
GDR Surveyors Limited	Assessor	STRA10242	www.greendealresourcing.co.uk	01926 676360	/index.php?option=com_content&view=article&id=132&assessor_id=9261
Excelsior Energy	Assessor	STRA10175		01302 854888	/index.php?option=com_content&view=article&id=132&assessor_id=9316
Brand Extension UK Limited	Assessor	EESA12083	www.beei.co.uk	02380 222221	/index.php?option=com_content&view=article&id=132&assessor_id=9188
Whitfield Gas Care	Assessor	NICA00121		0191 3787800	/index.php?option=com_content&view=article&id=132&assessor_id=9161
Insulated Homes Ltd	Assessor	STRA10289	www.insulatedhomes.net	01647 24599	/index.php?option=com_content&view=article&id=132&assessor_id=9075
GZ Energy Solutions Limited	Assessor	EESA12075	www.gzenergysolutions.co.uk	0141 2800100	/index.php?option=com_content&view=article&id=132&assessor_id=9194
Green Grant Efficiency LTD	Assessor	STRA10273	www.greengrant.co.uk	0121 523 3805	/index.php?option=com_content&view=article&id=132&assessor_id=9105
Alex Murray (Construction) Ltd	Assessor	EESA12105	www.alexmurrayconstruction.co.uk	01851 701675	/index.php?option=com_content&view=article&id=132&assessor_id=9103
Michael Dyson Associates Limited	Assessor	STRA10060	www.mdyson.co.uk	01484 666888	/index.php?option=com_content&view=article&id=132&assessor_id=9375
Green Start	Assessor	QUIA00041	www.greenstart.org.uk	0333 2005840	/index.php?option=com_content&view=article&id=132&assessor_id=9001
Halogen Fairies Ltd	Assessor	QUIA00018	www.halogenfairies.co.uk/	0151 3456123	/index.php?option=com_content&view=article&id=132&assessor_id=9150
Cube Property Maintenance Ltd	Assessor	STRA10117	www.cube-pm.co.uk	01902 212346	/index.php?option=com_content&view=article&id=132&assessor_id=9351
Carbon Hub Ltd	Assessor	STRA10169	www.carbonhub.co.uk	01204 275130	/index.php?option=com_content&view=article&id=132&assessor_id=9321
Your Energy Advisor Ltd	Assessor	STRA10136	www.yourenergyadvisor.com	01642 200130	/index.php?option=com_content&view=article&id=132&assessor_id=9340
Infinity Energy Organisation	Assessor	ECMA30005	www.infinityenergyorganisation.com	0203 638 4030	/index.php?option=com_content&view=article&id=132&assessor_id=9049
Clouds Environmental Consultancy Ltd	Assessor	EESA12111	www.cloudsenvironmental.co.uk	023 9263 9858	/index.php?option=com_content&view=article&id=132&assessor_id=9026
Mere End Consultants	Assessor	ECMA30045	www.mereendconsultants.co.uk	01270 898622	/index.php?option=com_content&view=article&id=132&assessor_id=8922
South West Green Deal Advice Service Ltd	Assessor	STRA10039	www.swgdas.co.uk	01392 247152	/index.php?option=com_content&view=article&id=132&assessor_id=9384
Job Worth Doing Ltd	Assessor	BREA00015	www.jobworthdoing.co.uk	01606 866500	/index.php?option=com_content&view=article&id=132&assessor_id=9246
The Green Deal Factory Ltd	Assessor	NAPA21780	www.thegreendealfactory.co.uk	01274 214557	/index.php?option=com_content&view=article&id=132&assessor_id=9175
Green Deal Manager UK Ltd	Assessor	QUIA00028		0151 934 7096	/index.php?option=com_content&view=article&id=132&assessor_id=8982
Sleaford Electrical & Refrigeration Co. Ltd. T/A SERCO	Assessor	STRA10280	www.bearonline.co.uk	01522 874874	/index.php?option=com_content&view=article&id=132&assessor_id=9095
Carbon Saving Solutions	Assessor	BSIA38614	www.carbonsaving.solutions	01773 531 378	/index.php?option=com_content&view=article&id=132&assessor_id=9021
QED Energy Ltd	Assessor	QUIA00002	www.qed-energy.com	01225 839 090	/index.php?option=com_content&view=article&id=132&assessor_id=9154
DPS Sussex Limited	Assessor	EESA12065	www.dpssussex.co.uk	01273 846576	/index.php?option=com_content&view=article&id=132&assessor_id=9201
Energy Move Ltd	Assessor	STRA10250	www.energymove.co.uk	0203 667 3353	/index.php?option=com_content&view=article&id=132&assessor_id=9253
Chris Hunter T/A Energess energy Services	Assessor	STRA10201	www.energess.co.uk	01642 424555	/index.php?option=com_content&view=article&id=132&assessor_id=9294
Thornton Engineering (UK) LTD	Assessor	STRA10226	www.thorntonengineeringuk.com	01656 747247	/index.php?option=com_content&view=article&id=132&assessor_id=9274
NEP Energy Services Ltd	Assessor	STRA10107	www.nottenergy.com	0115 9859057	/index.php?option=com_content&view=article&id=132&assessor_id=9354
ABR Energy	Assessor	QUIA00012	www.abrenergy.co.uk	01772 687032	/index.php?option=com_content&view=article&id=132&assessor_id=9013
NEEB Green Deal	Assessor	EESA12054	www.neebgreendeal.co.uk	0191 5214007	/index.php?option=com_content&view=article&id=132&assessor_id=9208
ECO Green Zone	Assessor	QUIA00063	www.ecogreenzone.co.uk	07808 022295	/index.php?option=com_content&view=article&id=132&assessor_id=8973
Ecojoules Group Ltd	Assessor	STRA10291	www.ecojoules.co.uk	0800 072 9927	/index.php?option=com_content&view=article&id=132&assessor_id=9070
Jane Needham Ltd	Assessor	STRA10037	www.needhamcharteredsurveyor.co.uk	01302 759085	/index.php?option=com_content&view=article&id=132&assessor_id=9385
Home Survey Reports Ltd.	Assessor	STRA10001	www.homesurveyreports.co.uk	0161 764 8780	/index.php?option=com_content&view=article&id=132&assessor_id=9404
Pyramid Solution South East Limited	Assessor	STRA10262	www.pyramidsolution.co.uk	0208 166 4157	/index.php?option=com_content&view=article&id=132&assessor_id=9126
The Green Deal Advice Service Ltd	Assessor	BSIA96692	greendealadviceservice.org/	07861 877 266	/index.php?option=com_content&view=article&id=132&assessor_id=9421
Solarwise Renewables Ltd	Assessor	ECMA30008	www.solarwise-rl.co.uk	02920 860 443	/index.php?option=com_content&view=article&id=132&assessor_id=9044
E.ON Energy Installations Services	Assessor	STRA14126	www.eonenergy.com	0800 054 6250	/index.php?option=com_content&view=article&id=132&assessor_id=8917
Agility Survey Ltd	Assessor	EESA12077		01296 311898	/index.php?option=com_content&view=article&id=132&assessor_id=1373
AFM Gas Services Ltd	Assessor	NICA00119		07773 335803	/index.php?option=com_content&view=article&id=132&assessor_id=9162
Plan View Assessment Solutions Ltd	Assessor	STRA10318	www.planviewsolutions.co.uk	01566 451325	/index.php?option=com_content&view=article&id=132&assessor_id=8955
Sustainable Homes & Gardens Ltd	Assessor	STRA10179	www.shgl.co.uk	0151 933 0328	/index.php?option=com_content&view=article&id=132&assessor_id=9312
Sun Spirit Ltd	Assessor	EESA12087	www.sunspirit.co.uk	0191 5118133	/index.php?option=com_content&view=article&id=132&assessor_id=9184
Federation of Groundwork Trusts	Assessor	EESA12121	www.groundwork.org.uk	0121 236 8565	/index.php?option=com_content&view=article&id=132&assessor_id=9025
Wise Energy (UK) Ltd	Assessor	EESA12046	www.wise-energy.co.uk	01759 377234	/index.php?option=com_content&view=article&id=132&assessor_id=9214
Simply GDAO Ltd	Assessor	STRA10294	www.simplygdao.com	01254 608561	/index.php?option=com_content&view=article&id=132&assessor_id=9065
Shelter 4 Green Deal	Assessor	ECMA30043	www.shelter4greendeal.co.uk	2071129030	/index.php?option=com_content&view=article&id=132&assessor_id=8924
E.ON UK PLC	Assessor	STRA10131	www.eon-uk.com	0330 4001187	/index.php?option=com_content&view=article&id=132&assessor_id=9342
Idea Energy Surveys Ltd	Assessor	STRA10024	www.ideaenergysurveys.co.uk	01325 352221	/index.php?option=com_content&view=article&id=132&assessor_id=9392
Union Technical Services Ltd	Assessor	ECMA30029	www.greendealunion.com	8000469190	/index.php?option=com_content&view=article&id=132&assessor_id=8943
SERS Energy Solutions Ltd	Assessor	STRA10085	www.sersltd.co.uk	01443 821349	/index.php?option=com_content&view=article&id=132&assessor_id=9364
KA Watts	Assessor	NICA00109	www.kawatts.co.uk	023 8068 4833	/index.php?option=com_content&view=article&id=132&assessor_id=8968
Cumbria Energy Consultants	Assessor	NAPA24594	www.cumbriaenergyconsultants.co.uk	01229 811891	/index.php?option=com_content&view=article&id=132&assessor_id=9130
